Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Characteristics [Strain],Experimental Condition [Genotype],Characteristics [Developmental Stage],Experimental Condition [Embryo Collection],Assay Name,Source Name,Image File,Comment [Image File Comments],Comment [Image File Path],Comment [Image File Type],Channels,Phenotype,Phenotype Term Name,Phenotype Term Accession,Phenotype Term Accession URL
Atlas Specimens,E8.lif [Region 1] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E8,E8,E8.lif,,IsaacEstebanVarela/Collection/E8,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E8.lif [Region 1] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E8,E8,E8.lif,,IsaacEstebanVarela/Collection/E8,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E8.lif [Region 1] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E8,E8,E8.lif,,IsaacEstebanVarela/Collection/E8,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E8.lif [Region 1] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E8,E8,E8.lif,,IsaacEstebanVarela/Collection/E8,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E9.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E9,E9,E9.lif,,IsaacEstebanVarela/Collection/E9,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E10.lif [Region 3] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E10,E10,E10.lif,,IsaacEstebanVarela/Collection/E10,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E10.lif [Region 3] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E10,E10,E10.lif,,IsaacEstebanVarela/Collection/E10,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E10.lif [Region 3] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E10,E10,E10.lif,,IsaacEstebanVarela/Collection/E10,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E10.lif [Region 3] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen E10,E10,E10.lif,,IsaacEstebanVarela/Collection/E10,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E11.lif [Region 2] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E11,E11,E11.lif,,IsaacEstebanVarela/Collection/E11,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E11.lif [Region 2] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E11,E11,E11.lif,,IsaacEstebanVarela/Collection/E11,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E11.lif [Region 2] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E11,E11,E11.lif,,IsaacEstebanVarela/Collection/E11,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E11.lif [Region 2] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E11,E11,E11.lif,,IsaacEstebanVarela/Collection/E11,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E12.lif [E3] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E12,E12,E12.lif,,IsaacEstebanVarela/Collection/E12,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E12.lif [E3] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E12,E12,E12.lif,,IsaacEstebanVarela/Collection/E12,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E12.lif [E3] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E12,E12,E12.lif,,IsaacEstebanVarela/Collection/E12,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E12.lif [E3] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E12,E12,E12.lif,,IsaacEstebanVarela/Collection/E12,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E13.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E13,E13,E13.lif,,IsaacEstebanVarela/Collection/E13,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E14.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen E14,E14,E14.lif,,IsaacEstebanVarela/Collection/E14,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E15.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.7,Group 4,Specimen E15,E15,E15.lif,,IsaacEstebanVarela/Collection/E15,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E16.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.7,Group 4,Specimen E16,E16,E16.lif,,IsaacEstebanVarela/Collection/E16,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E17.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.7,Group 4,Specimen E17,E17,E17.lif,,IsaacEstebanVarela/Collection/E17,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E18.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.7,Group 4,Specimen E18,E18,E18.lif,,IsaacEstebanVarela/Collection/E18,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E19.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.7,Group 4,Specimen E19,E19,E19.lif,,IsaacEstebanVarela/Collection/E19,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E20.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E20,E20,E20.lif,,IsaacEstebanVarela/Collection/E20,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E21.lif [TileScan 1] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E21,E21,E21.lif,"We have not been able to reconstruct the somatic or paraxial mesoderm of this embryo, as this area fractured during embryo handling.",IsaacEstebanVarela/Collection/E21,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E21.lif [TileScan 1] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E21,E21,E21.lif,"We have not been able to reconstruct the somatic or paraxial mesoderm of this embryo, as this area fractured during embryo handling.",IsaacEstebanVarela/Collection/E21,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E21.lif [TileScan 1] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E21,E21,E21.lif,"We have not been able to reconstruct the somatic or paraxial mesoderm of this embryo, as this area fractured during embryo handling.",IsaacEstebanVarela/Collection/E21,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E21.lif [TileScan 1] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E21,E21,E21.lif,"We have not been able to reconstruct the somatic or paraxial mesoderm of this embryo, as this area fractured during embryo handling.",IsaacEstebanVarela/Collection/E21,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E22.lif [TileScan 1] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E22,E22,E22.lif,"We have not been able to image the most dorsal part of the foregut endoderm, neither the aortic lumen in that region.",IsaacEstebanVarela/Collection/E22,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E22.lif [TileScan 1] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E22,E22,E22.lif,"We have not been able to image the most dorsal part of the foregut endoderm, neither the aortic lumen in that region.",IsaacEstebanVarela/Collection/E22,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E22.lif [TileScan 1] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E22,E22,E22.lif,"We have not been able to image the most dorsal part of the foregut endoderm, neither the aortic lumen in that region.",IsaacEstebanVarela/Collection/E22,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E22.lif [TileScan 1] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E22,E22,E22.lif,"We have not been able to image the most dorsal part of the foregut endoderm, neither the aortic lumen in that region.",IsaacEstebanVarela/Collection/E22,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E23.lif [E3] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E23,E23,E23.lif,,IsaacEstebanVarela/Collection/E23,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E23.lif [E3] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E23,E23,E23.lif,,IsaacEstebanVarela/Collection/E23,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E24.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen E24,E24,E24.lif,,IsaacEstebanVarela/Collection/E24,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E25.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen E25,E25,E25.lif,,IsaacEstebanVarela/Collection/E25,Raw image,"Green channel: mesoderm,  Red channel: ectoderm and endoderm, Blue channel: cell nucleai",,,,
Atlas Specimens,E26.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen E26,E26,E26.lif,"We have not been able to fully reconstruct the foregut endoderm, as this embryo presented a small break in the ventral side of the foregut endoderm.",IsaacEstebanVarela/Collection/E26,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E27.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen E27,E27,E27.lif,,IsaacEstebanVarela/Collection/E27,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E28.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen E28,E28,E28.lif,,IsaacEstebanVarela/Collection/E28,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E29.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen E29,E29,E29.lif,The myocardium of this embryo is closed prematurely.,IsaacEstebanVarela/Collection/E29,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E30.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen E30,E30,E30.lif,,IsaacEstebanVarela/Collection/E30,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E31.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen E31,E31,E31.lif,,IsaacEstebanVarela/Collection/E31,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E32.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.0,Group 7,Specimen E32,E32,E32.lif,"This heart is apparently looping prematurely, however looping is apparently reversed.",IsaacEstebanVarela/Collection/E32,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E33.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.0,Group 7,Specimen E33,E33,E33.lif,,IsaacEstebanVarela/Collection/E33,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E34.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.0,Group 7,Specimen E34,E34,E34.lif,,IsaacEstebanVarela/Collection/E34,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E35.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.0,Group 7,Specimen E35,E35,E35.lif,This heart is apparently looping prematurely.,IsaacEstebanVarela/Collection/E35,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E36.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.0,Group 7,Specimen E36,E36,E36.lif,,IsaacEstebanVarela/Collection/E36,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E37.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen E37,E37,E37.lif,We have only been able to segment the morphology of the myocardium and the endocardial lumen.,IsaacEstebanVarela/Collection/E37,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E38.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen E38,E38,E38.lif,,IsaacEstebanVarela/Collection/E38,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E39.lif [E4] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen E39,E39,E39.lif,,IsaacEstebanVarela/Collection/E39,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E39.lif [E4] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen E39,E39,E39.lif,,IsaacEstebanVarela/Collection/E39,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E40.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen E40,E40,E40.lif,,IsaacEstebanVarela/Collection/E40,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E41.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen E41,E41,E41.lif,We have not been able to segment the splanchnic and somatic mesoderm because both were broken at some points. We have been able to accurately segment the myocardium.,IsaacEstebanVarela/Collection/E41,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"These hearts are dorsally closed, while overall morphology reflects an earlier stage.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"Blank tile, scan does not contain any piece of the embryo.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"These hearts are dorsally closed, while overall morphology reflects an earlier stage.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
